Family	Name with authors (incl. infraspecific taxa if any)	ALA accepted name with authors	AKflora?	Comments (optional)	Literature
Papaveraceae	Papaver lapponicum (Tolm.) Nordh. subsp. occidentale (C.E.Lundstr.) Knaben	Papaver lapponicum (Tolm.) Nordh. subsp. occidentale (C.E.Lundstr.) Knaben	F	AK taxon list	
Papaveraceae	Papaver lapponicum (Tolm.) Nordh. subsp. porsildii Knaben	Papaver lapponicum (Tolm.) Nordh. subsp. porsildii Knaben	F	AK taxon list	
Papaveraceae	Papaver macounii Greene	Papaver macounii Greene	F	AK taxon list	
Papaveraceae	Papaver macounii Greene subsp. alaskanum 	Papaver radicatum Rottb. subsp. alaskanum (Hult始) J.P.Anderson	F	Murray annos	
Papaveraceae	Papaver macounii Greene subsp. discolor (Hult始) R穫del ex D.F.Murray	Papaver macounii Greene subsp. discolor (Hult始) R穫del ex D.F.Murray	T		Kiger et al. draft; Kiger et al., FNA manuscript (chap. 19)/
Papaveraceae	Papaver macounii Greene subsp. macounii 	Papaver macounii Greene subsp. macounii 	T		Kiger et al. draft; Kiger et al., FNA manuscript (chap. 19)/
Papaveraceae	Papaver mcconnellii Hult始	Papaver mcconnellii Hult始	T	AK taxon list	
Papaveraceae	Papaver microcarpum  DC.	Papaver microcarpum  DC.	F	Arctic Flora USSR	
Papaveraceae	Papaver microcarpum DC. subsp. alaskanum (Hult始) Tolm.	Papaver alaskanum Hult始	T		Elven, R.  et al. 2003; /
Papaveraceae	Papaver nigroflavum D.Love	Papaver radicatum Rottb. subsp. radicatum 	F		Kiger et al. draft; Kiger et al., FNA manuscript (chap. 19)/
Papaveraceae	Papaver nudicaule L.	Papaver nudicaule L.	F	AK taxon list	
Papaveraceae	Papaver nudicaule L. subsp. americanum R穫del ex D.F.Murray	Papaver nudicaule L. subsp. americanum R穫del ex D.F.Murray	T	AK taxon list	
Papaveraceae	Papaver nudicaule L. subsp. insulare V.V.Petrovsky	Papaver nudicaule L. subsp. insulare V.V.Petrovsky	T		Elven, R.  et al. 2003; /
Papaveraceae	Papaver nudicaule L. subsp. multiceps 	Papaver nudicaule L. subsp. multiceps 	F	not recognized by FNA	
Papaveraceae	Papaver nudicaule L. subsp. nudicaule 	Papaver nudicaule L. subsp. nudicaule 	F	AK taxon list	
Papaveraceae	Papaver paucistaminum Tolm. & V.V.Petrovsky	Papaver paucistaminum Tolm. & V.V.Petrovsky	F		
Papaveraceae	Papaver polare (Tolm.) Perfil.	Papaver polare (Tolm.) Perfil.	F		
Papaveraceae	Papaver pulvinatum Tolm.	Papaver pulvinatum Tolm.	F		
Papaveraceae	Papaver pygmaeum Rydb.	Papaver pygmaeum Rydb.	F	dfm-fna	
Papaveraceae	Papaver radicatum Rottb.	Papaver radicatum Rottb.	F		
Papaveraceae	Papaver radicatum Rottb. subsp. alaskanum (Hult始) J.P.Anderson	Papaver alaskanum Hult始	T		Elven, R.  et al. 2003; /
Papaveraceae	Papaver radicatum Rottb. subsp. dahlianum (Nordh.) R穫del	Papaver radicatum Rottb. subsp. dahlianum (Nordh.) R穫del	F	plant of arctic Europe	
Papaveraceae	Papaver radicatum Rottb. subsp. kluanensis (D.Love) D.F.Murray	Papaver kluanensis D.Love	T		Elven, R.  et al. 2003; /
Papaveraceae	Papaver radicatum Rottb. subsp. labradoricum (Fedde) Fedde	Papaver radicatum Rottb. subsp. radicatum 	F	FNA	Kiger & Murray 1997; Kiger, R. W. and D. F. Murray. 1997. Papaver. Pages 323-333 in Flora North America Vol. 3. Oxford U. Press./
Papaveraceae	Papaver radicatum Rottb. subsp. occidentale C.E.Lundstr.	Papaver radicatum Rottb. subsp. radicatum 	F		Kiger et al. draft; Kiger et al., FNA manuscript (chap. 19)/
Papaveraceae	Papaver radicatum Rottb. subsp. polare Tolm.	Papaver dahlianum Nordh. subsp. polare (Tolm.) T.V.Egorova	T		Elven, R.  et al. 2003; /
Papaveraceae	Papaver radicatum Rottb. subsp. porsildii (Knaben) D.Love	Papaver radicatum Rottb. subsp. radicatum 	F	FNA	Kiger & Murray 1997; Kiger, R. W. and D. F. Murray. 1997. Papaver. Pages 323-333 in Flora North America Vol. 3. Oxford U. Press./
Papaveraceae	Papaver radicatum Rottb. subsp. radicatum 	Papaver radicatum Rottb. subsp. radicatum 	F		Kiger et al. draft; Kiger et al., FNA manuscript (chap. 19)/
Papaveraceae	Papaver rhoeas L.	Papaver rhoeas L.	F	AK taxon list	
Papaveraceae	Papaver scholanderi 	Papaver scholanderi 	F	Not treated in FNA	
Papaveraceae	Papaver shamurinii V.V.Petrovsky	Papaver shamurinii V.V.Petrovsky	T		Elven, R.  et al. 2003; /
Papaveraceae	Papaver  	Papaver  	F		
Papaveraceae	Papaver walpolei A.E.Porsild	Papaver walpolei A.E.Porsild	T	AK taxon list	
Papaveraceae	Papaver walpolei A.E.Porsild var. sulphureo-maculata Hult始	Papaver walpolei A.E.Porsild	T		Elven, R.  et al. 2003; /
Asteraceae	Parasenecio auriculata (DC.) J.R.Grant	Parasenecio auriculata (DC.) J.R.Grant	T		
Apiaceae	Pastinaca sativa L.	Pastinaca sativa L.	T	AK taxon list	
Valerianaceae	Patrinia sibirica (L.) Juss.	Patrinia sibirica (L.) Juss.	F		
Brassicaceae	Parrya arctica R.Br.	Parrya arctica R.Br.	F		
Brassicaceae	Parrya nudicaulis (L.) Regel	Parrya nudicaulis (L.) Regel	T	AK taxon list	
Brassicaceae	Parrya nudicaulis (L.) Regel var. grandiflora Hult始	Parrya nudicaulis (L.) Regel	T		FNA vol. 7; /
Brassicaceae	Parrya nudicaulis (L.) Regel subsp. interior Hult始	Parrya nudicaulis (L.) Regel	T		FNA vol. 7; /
Brassicaceae	Parrya nudicaulis (L.) Regel subsp. nudicaulis 	Parrya nudicaulis (L.) Regel subsp. nudicaulis 	F	AK taxon list	
Brassicaceae	Parrya nudicaulis (L.) Regel subsp. septentrionalis Hult始	Parrya nudicaulis (L.) Regel	T		FNA vol. 7; /
Scrophulariaceae	Pedicularis albolabiata (Hult始) Kozhanch.	Pedicularis albolabiata (Hult始) Kozhanch.	T	AK taxon list	Molau & Murray 1996; Molau, Ulf & David F. Murray. 1996. Taxonomic revision of the Pedicularis sudetica complex (Scrophulariaceae): the Arctic species. Symb. Bot. Ups. 31(3):33-46./
Scrophulariaceae	Pedicularis amoena J.E.Adams	Pedicularis amoena J.E.Adams	F	AK taxon list	
Scrophulariaceae	Pedicularis arctoeuropaea (Hult始) Molau & D.F.Murray	Pedicularis arctoeuropaea (Hult始) Molau & D.F.Murray	T	Molau & Murray 96	Molau & Murray 1996; Molau, Ulf & David F. Murray. 1996. Taxonomic revision of the Pedicularis sudetica complex (Scrophulariaceae): the Arctic species. Symb. Bot. Ups. 31(3):33-46./
Scrophulariaceae	Pedicularis arctica R.Br.	Pedicularis langsdorffii Fisch. ex Steven subsp. arctica (R.Br.) Pennell	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Scrophulariaceae	Pedicularis capitata J.E.Adams	Pedicularis capitata J.E.Adams	T	AK taxon list	
Scrophulariaceae	Pedicularis chamissonis Steven	Pedicularis chamissonis Steven	T	AK taxon list	
Scrophulariaceae	Pedicularis cheilanthifolia Schrenk	Pedicularis cheilanthifolia Schrenk	F	Flora of China	Al-Shehbaz & Funston; Al-Shehbaz, I. & M. Funston.  Flora of China Checklist.  Missouri Botanical Garden website (http://mobot.mobot.org/)/
Scrophulariaceae	Pedicularis cheilanthifolia Schrenk var. isochila Maxim.	Pedicularis cheilanthifolia Schrenk var. isochila Maxim.	F	Flora of China	Al-Shehbaz & Funston; Al-Shehbaz, I. & M. Funston.  Flora of China Checklist.  Missouri Botanical Garden website (http://mobot.mobot.org/)/
Scrophulariaceae	Pedicularis flammea L.	Pedicularis flammea L.	F	AK taxon list	
Scrophulariaceae	Pedicularis groenlandica Retz.	Pedicularis groenlandica Retz.	T	AK taxon list	
Scrophulariaceae	Pedicularis hirsuta L.	Pedicularis hirsuta L.	T	AK taxon list	
Scrophulariaceae	Pedicularis interior (Hult始) Molau & D.F.Murray	Pedicularis interior (Hult始) Molau & D.F.Murray	T	Molau & Murray 96	Molau & Murray 1996; Molau, Ulf & David F. Murray. 1996. Taxonomic revision of the Pedicularis sudetica complex (Scrophulariaceae): the Arctic species. Symb. Bot. Ups. 31(3):33-46./
Scrophulariaceae	Pedicularis kanei Durand	Pedicularis lanata Cham. & Schltdl.	T		Hult始 1973; Hult始, E.  1973.  Supplement to Flora of Alaska and Neighboring Territories, a Study in the Flora of Alaska and the Transberingian Connection.  Botaniska Notiser 126:459-512./
Scrophulariaceae	Pedicularis labradorica Wirsing	Pedicularis labradorica Wirsing	T	AK taxon list	
Scrophulariaceae	Pedicularis langsdorffii Fisch. ex Steven	Pedicularis langsdorffii Fisch. ex Steven	F	AK taxon list	
Scrophulariaceae	Pedicularis langsdorffii Fisch. ex Steven subsp. arctica (R.Br.) Pennell	Pedicularis langsdorffii Fisch. ex Steven subsp. arctica (R.Br.) Pennell	T	AK taxon list	
Scrophulariaceae	Pedicularis langsdorffii Fisch. ex Steven subsp. langsdorffii 	Pedicularis langsdorffii Fisch. ex Steven subsp. langsdorffii 	T	AK taxon list	
Scrophulariaceae	Pedicularis lanata Cham. & Schltdl.	Pedicularis lanata Cham. & Schltdl.	T	AK taxon list	
Scrophulariaceae	Pedicularis lapponica L.	Pedicularis lapponica L.	T	AK taxon list	
Scrophulariaceae	Pedicularis macrodonta Richardson	Pedicularis macrodonta Richardson	T	AK taxon list	
Scrophulariaceae	Pedicularis oederi Vahl	Pedicularis oederi Vahl	T	AK taxon list	
Scrophulariaceae	Pedicularis ornithorhyncha Benth.	Pedicularis ornithorhyncha Benth.	T	AK taxon list	
Scrophulariaceae	Pedicularis parviflora Sm.	Pedicularis parviflora Sm.	T	AK taxon list	
Scrophulariaceae	Pedicularis parviflora Sm. subsp. parviflora 	Pedicularis parviflora Sm. subsp. parviflora 	F	AK taxon list	
Scrophulariaceae	Pedicularis parviflora Sm. subsp. pennellii (Hult始) Hult始	Pedicularis pennellii Hult始	T		Elven, R.  et al. 2003; /
Scrophulariaceae	Pedicularis pennellii Hult始	Pedicularis pennellii Hult始	T		Elven, R.  et al. 2003; /
Scrophulariaceae	Pedicularis sceptrum-carolinum L.	Pedicularis sceptrum-carolinum L.	F	Arctic Flora USSR	
Scrophulariaceae	Pedicularis sudetica Willd.	Pedicularis sudetica Willd.	F	Not in AK acc Molau & Murray 96	
Scrophulariaceae	Pedicularis sudetica Willd. subsp. albolabiata Hult始	Pedicularis albolabiata (Hult始) Kozhanch.	T	Arctic Flora USSR	
Scrophulariaceae	Pedicularis sudetica Willd. subsp. interioides Hult始	Pedicularis interior (Hult始) Molau & D.F.Murray	T		Molau & Murray 1996; Molau, Ulf & David F. Murray. 1996. Taxonomic revision of the Pedicularis sudetica complex (Scrophulariaceae): the Arctic species. Symb. Bot. Ups. 31(3):33-46./
Scrophulariaceae	Pedicularis sudetica Willd. subsp. interior Hult始	Pedicularis interior (Hult始) Molau & D.F.Murray	T	AK taxon list	
Scrophulariaceae	Pedicularis sudetica Willd. subsp. pacifica Hult始	Pedicularis pacifica (Hult始) Kozhevn.	T	AK taxon list	
Scrophulariaceae	Pedicularis verticillata L.	Pedicularis verticillata L.	T	AK taxon list	
Scrophulariaceae	Pedicularis villosa Ledeb.	Pedicularis villosa Ledeb.	F	AK taxon list	
Euphorbiaceae	Peltandra virginica (L.) Schott & Endl.	Peltandra virginica (L.) Schott & Endl.	F	Thompson annos (CM)	
Rosaceae	Pentaphylloides floribunda (Pursh) A.Love	Dasiphora fruticosa (L.) Rydb.	T		Elven, R.  et al. 2003; /
Polygonaceae	Persicaria amphibia (L.) Gray	Persicaria amphibia (L.) Gray	T		
Polygonaceae	Persicaria hydropiper (L.) Spach	Persicaria hydropiper (L.) Spach	T		
Polygonaceae	Persicaria hydropiperoides (Michx.) Small	Persicaria hydropiperoides (Michx.) Small	T		FNA 5; Flora of North America, vol. 5/
Polygonaceae	Persicaria lapathifolia (L.) Gray	Persicaria lapathifolia (L.) Gray	T		
Polygonaceae	Persicaria maculosa Gray	Persicaria maculosa Gray	T		
Polygonaceae	Persicaria pensylvanica (L.) M. G洋ez	Persicaria pensylvanica (L.) M. G洋ez	T		
Asteraceae	Petasites frigidus (L.) Fr.	Petasites frigidus (L.) Fr.	F	AK taxon list	
Asteraceae	Petasites frigidus (L.) Fr. var. frigidus 	Petasites frigidus (L.) Fr. subsp. frigidus 	F	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Asteraceae	Petasites frigidus (L.) Fr. var. palmatus (Aiton) Cronquist	Petasites frigidus (L.) Fr. subsp. palmatus (Aiton) Cody	F	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Asteraceae	Petasites frigidus (L.) Fr. var. sagittatus (Banks ex Pursh) Cherniawsky	Petasites sagittatus (Banks ex Pursh) A.Gray	T	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Asteraceae	Petasites frigidus (L.) Fr. subsp. arcticus (A.E.Porsild) Cody	Petasites frigidus (L.) Fr. subsp. arcticus (A.E.Porsild) Cody	F	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Asteraceae	Petasites frigidus (L.) Fr. subsp. frigidus 	Petasites frigidus (L.) Fr. subsp. frigidus 	T	Cody 1996	
Asteraceae	Petasites frigidus (L.) Fr. subsp. nivalis (Greene) Cody	Petasites frigidus (L.) Fr. subsp. nivalis (Greene) Cody	T	Cody 1996	
Asteraceae	Petasites frigidus (L.) Fr. subsp. palmatus (Aiton) Cody	Petasites frigidus (L.) Fr. subsp. palmatus (Aiton) Cody	F	Cody 1996	
Asteraceae	Petasites glacialis (Ledeb.) Polunin	Petasites glacialis (Ledeb.) Polunin	F	AK taxon list	
Asteraceae	Petasites gmelinii (Turcz.) Polunin	Petasites gmelinii (Turcz.) Polunin	F	AK taxon list	
Asteraceae	Petasites hyperborea 	Petasites frigidus (L.) Fr. subsp. nivalis (Greene) Cody	T		Elven, R.  et al. 2003; /
Asteraceae	Petasites nivalis Greene	Petasites frigidus (L.) Fr. subsp. nivalis (Greene) Cody	T	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Asteraceae	Petasites palmatus (Aiton) A.Gray	Petasites frigidus (L.) Fr. subsp. palmatus (Aiton) Cody	F	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Asteraceae	Petasites sagittatus (Banks ex Pursh) A.Gray	Petasites sagittatus (Banks ex Pursh) A.Gray	T	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Asteraceae	Petasites  	Petasites  	F	consistency	
Asteraceae	Petasites X_vitifolius Greene	Petasites X_vitifolius Greene	F		
Scrophulariaceae	Penstemon gormanii Greene	Penstemon gormanii Greene	T	AK taxon list	
Scrophulariaceae	Penstemon procerus Douglas	Penstemon procerus Douglas	F	AK taxon list	
Scrophulariaceae	Penstemon serrulatus Menzies	Penstemon serrulatus Menzies	T	AK taxon list	
Hydrophyllaceae	Phacelia franklinii (R.Br.) A.Gray	Phacelia franklinii (R.Br.) A.Gray	T	AK taxon list	
Hydrophyllaceae	Phacelia mollis J.F.Macbr.	Phacelia mollis J.F.Macbr.	T	AK taxon list	
Hydrophyllaceae	Phacelia sericea auct.	Phacelia mollis J.F.Macbr.	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Ericaceae	Phyllodoce aleutica (Sprengel) A.Heller	Phyllodoce aleutica (Sprengel) A.Heller	F	AK taxon list	
Ericaceae	Phyllodoce aleutica (Sprengel) A.Heller subsp. aleutica 	Phyllodoce aleutica (Sprengel) A.Heller subsp. aleutica 	T	AK taxon list	
Ericaceae	Phyllodoce aleutica (Sprengel) A.Heller subsp. glanduliflora (Hook.) Hult始	Phyllodoce aleutica (Sprengel) A.Heller subsp. glanduliflora (Hook.) Hult始	T	AK taxon list	
Ericaceae	Phyllodoce coerulea (L.) Bab.	Phyllodoce coerulea (L.) Bab.	T	AK taxon list	
Ericaceae	Phyllodoce empetriformis (Sm.) D.Don	Phyllodoce empetriformis (Sm.) D.Don	T	AK taxon list	
Ericaceae	Phyllodoce glanduliflora (Hook.) Coville	Phyllodoce aleutica (Sprengel) A.Heller subsp. glanduliflora (Hook.) Hult始	T	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Thelypteridaceae	Phegopteris connectilis (Michx.) Watt	Phegopteris connectilis (Michx.) Watt	T	FNA	Smith 1993; Smith, A. R. 1993. Thelypteridaceae. Pages 206-222 in Flora of North America vol. 2. Oxford Univ. Press/
Apiaceae	Phlojodicarpus villosus Turcz.	Phlojodicarpus villosus Turcz.	F	AK taxon list	
Poaceae	Phleum alpinum L.	Phleum commutatum Gaudin var. americanum (E.Fourn.) Hult始	F	AK taxon list	ALA Taxon List; ALA Taxon List/
Poaceae	Phleum commutatum Gaudin	Phleum commutatum Gaudin	F	AK taxon list	
Poaceae	Phleum commutatum Gaudin var. americanum (E.Fourn.) Hult始	Phleum commutatum Gaudin var. americanum (E.Fourn.) Hult始	F	AK taxon list	
Poaceae	Phleum pratense L.	Phleum pratense L.	F	AK taxon list	
Poaceae	Phippsia algida (Sol.) R.Br.	Phippsia algida (Sol.) R.Br.	F	AK taxon list	
Poaceae	Phippsia concinna (Th.Fr.) Lindeb.	Phippsia concinna (Th.Fr.) Lindeb.	F	AK taxon list	
Poaceae	Phalaris arundinacea L.	Phalaris arundinacea L.	F	AK taxon list	
Poaceae	Phalaris canariensis L.	Phalaris canariensis L.	F	AK taxon list	
Poaceae	Phalaris minor Retz.	Phalaris minor Retz.	F	AK taxon list	
Potamogetonaceae	Phyllospadix scouleri Hook.	Phyllospadix scouleri Hook.	T	AK taxon list	
Potamogetonaceae	Phyllospadix serrulatus Rupr. ex Asch.	Phyllospadix serrulatus Rupr. ex Asch.	T	Haynes annos	
Polemoniaceae	Phlox alaskensis Jordal	Phlox alaskensis Jordal	T	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Polemoniaceae	Phlox borealis Wherry	Phlox alaskensis Jordal	T		Elven, R.  et al. 2003; /
Polemoniaceae	Phlox hoodii Richardson	Phlox hoodii Richardson	T	AK taxon list	
Polemoniaceae	Phlox richardsonii Hook.	Phlox hoodii Richardson	T		Elven, R.  et al. 2003; /
Polemoniaceae	Phlox richardsonii Hook. subsp. alaskensis (Jordal) Wherry	Phlox alaskensis Jordal	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Polemoniaceae	Phlox sibirica auct.	Phlox alaskensis Jordal	T	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Polemoniaceae	Phlox sibirica L. subsp. borealis (Wherry) Shetler	Phlox alaskensis Jordal	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Polemoniaceae	Phlox sibirica L. subsp. richardsonii (Hook.) Hult始	Phlox hoodii Richardson	T		Elven, R.  et al. 2003; /
Polemoniaceae	Phlox sibirica L. subsp. sibirica 	Phlox sibirica L. subsp. sibirica 	F		
Rosaceae	Physocarpus capitatus (Pursh) Kuntze	Physocarpus capitatus (Pursh) Kuntze	T	AK taxon list	
Pinaceae	Picea glauca (Moench) Voss	Picea glauca (Moench) Voss	T	AK taxon list	
Pinaceae	Picea glauca (Moench) Voss var. albertiana (S.Br.) Sarg.	Picea glauca (Moench) Voss	T		Elven, R.  et al. 2003; /
Pinaceae	Picea glauca (Moench) Voss var. porsildii Raup	Picea glauca (Moench) Voss	T		Elven, R.  et al. 2003; /
Pinaceae	Picea glauca_x_sitchensis (Bong.) Carri俊e	Picea glauca_x_sitchensis (Bong.) Carri俊e	F	AK taxon list	
Pinaceae	Picea x lutzii Little	Picea x lutzii Little	T	AK taxon list	
Pinaceae	Picea mariana (Mill.) Britton, Sterns, Poggenb.	Picea mariana (Mill.) Britton, Sterns, Poggenb.	T	AK taxon list	
Pinaceae	Picea sitchensis (Bong.) Carri俊e	Picea sitchensis (Bong.) Carri俊e	T	AK taxon list	
Lentibulariaceae	Pinguicula villosa L.	Pinguicula villosa L.	T	AK taxon list	
Lentibulariaceae	Pinguicula vulgaris L.	Pinguicula vulgaris L.	F	AK taxon list	
Lentibulariaceae	Pinguicula vulgaris L. subsp. macroceras (Link) Calder & R.L.Taylor	Pinguicula vulgaris L. subsp. macroceras (Link) Calder & R.L.Taylor	T	AK taxon list	
Lentibulariaceae	Pinguicula vulgaris L. subsp. vulgaris 	Pinguicula vulgaris L. subsp. vulgaris 	T	AK taxon list	
Asteraceae	Pilosella aurantiaca (L.) F. W. Schultz & Sch.Bip.	Pilosella aurantiaca (L.) F. W. Schultz & Sch.Bip.	T		Elven, R.  et al. 2003; /
Pinaceae	Pinus banksiana Lamb.	Pinus banksiana Lamb.	F	AK taxon list	
Pinaceae	Pinus contorta Douglas ex Loudon	Pinus contorta Douglas ex Loudon	F	AK taxon list	
Pinaceae	Pinus contorta Douglas ex Loudon subsp. contorta 	Pinus contorta Douglas ex Loudon subsp. contorta 	T	AK taxon list	
Pinaceae	Pinus contorta Douglas ex Loudon subsp. latifolia (Engelm.) Critchf.	Pinus contorta Douglas ex Loudon subsp. latifolia (Engelm.) Critchf.	T	AK taxon list	
Pinaceae	Pinus pumila (Pall.) Regel	Pinus pumila (Pall.) Regel	F	Arctic Flora USSR	
Asteraceae	Picris hieracioides L.	Picris hieracioides L.	T	AK taxon list	
Asteraceae	Picris hieracioides L. subsp. kamtschatica (Ledeb.) Hult始	Picris hieracioides L.	T		FNA 19; /
Orchidaceae	Platanthera aquilonis Sheviak	Platanthera aquilonis Sheviak	T	Sheviak	Sheviak annos; Sheviak, C. J.  2001-2002. Annotations on ALA specimens/
Orchidaceae	Platanthera chorisiana (Cham.) Rchb.	Platanthera chorisiana (Cham.) Rchb.	T	AK taxon list	
Orchidaceae	Platanthera convallariaefolia (Fisch. ex Lindl.) Lindl.	Limnorchis convallariaefolia (Fisch. ex Lindl.) Rydb.	T		Elven, R.  et al. 2003; /
Orchidaceae	Platanthera dilatata (Pursh) Lindl.	Platanthera dilatata (Pursh) Lindl.	T	AK taxon list	
Orchidaceae	Platanthera dilatata (Pursh) Lindl. var. albiflora (Cham.) Ledeb.	Platanthera dilatata (Pursh) Lindl. var. albiflora (Cham.) Ledeb.	T	AK taxon list	
Orchidaceae	Platanthera dilatata (Pursh) Lindl. var. dilatata 	Platanthera dilatata (Pursh) Lindl. var. dilatata 	T	AK taxon list	
Orchidaceae	Platanthera dilatata (Pursh) Lindl. var. leucostachys (Lindl.) Luer	Platanthera dilatata (Pursh) Lindl. var. leucostachys (Lindl.) Luer	T	AK taxon list	
Orchidaceae	Platanthera dilatata (Pursh) Lindl. var. viridiflora Ledeb.	Platanthera dilatata (Pursh) Lindl. var. viridiflora Ledeb.	T	spec list	
Orchidaceae	Platanthera hyperborea (L.) Lindl.	Platanthera aquilonis Sheviak	F	Sheviak	Sheviak annos; Sheviak, C. J.  2001-2002. Annotations on ALA specimens/
Orchidaceae	Platanthera hyperborea (L.) Lindl. var. hyperborea 	Platanthera aquilonis Sheviak	F	Sheviak	Sheviak annos; Sheviak, C. J.  2001-2002. Annotations on ALA specimens/
Orchidaceae	Platanthera hyperborea (L.) Lindl. var. viridiflora (Cham.) Luer	Platanthera hyperborea (L.) Lindl. var. viridiflora (Cham.) Luer	F		
Orchidaceae	Platanthera obtusata (Banks ex Pursh) Lindl.	Lysiella obtusata (Banks ex Pursh) Rydb.	T		Elven, R.  et al. 2003; /
Orchidaceae	Platanthera orbiculata (Pursh) Lindl.	Platanthera orbiculata (Pursh) Lindl.	T	AK taxon list	
